CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
429,0xd8f0,0xd909,None,None,15.0,15.0,22.262912947280086,0.0002456742023899597,-0.0014739719048358357,0.00010179660194084316,2025-03-18 13:48:49.773813,22.262912947280086,0.0002451575477729373,-0.001159691934561058,9.273629063064654e-05,2025-03-18 13:48:49.773813,11.715114061188679,0.0002453002040720427,-0.0014861989475052906,0.00010175975458258519,2025-03-18 14:01:53.690308,11.715114061188679,0.00024443605560256314,-0.001131090582941252,9.261945675130807e-05,2025-03-18 14:01:53.690308,-28.478675516899365,0.00024377347035764682,-0.0014152182111602518,0.00010186664322114631,2025-03-18 14:30:04.007926,-28.478675516899365,0.00024249494012846564,-0.001136562711787359,9.245314851816866e-05,2025-03-18 14:30:04.007926,True
430,0xdb1b,0xdb36,None,None,22.0,16.0,22.262912947280086,0.0002453813548147967,-0.0008508558673044897,9.728453275163732e-05,2025-03-18 13:48:49.779630,22.262912947280086,0.00024584620003441186,-0.000969872966990637,9.032259738665519e-05,2025-03-18 13:48:49.779630,11.715114061188679,0.000245530502212557,-0.0009044866366987869,9.730517457465499e-05,2025-03-18 14:01:53.699034,11.715114061188679,0.0002454884537214675,-0.0009428683144899752,9.001875575641758e-05,2025-03-18 14:01:53.699034,-28.478675516899365,0.00024607774088174493,-0.0009370193896484635,9.75613637383124e-05,2025-03-18 14:30:04.018759,-28.478675516899365,0.00024449693003681663,-0.0009373433816226573,8.9027531615043e-05,2025-03-18 14:30:04.018759,False
431,0xdb4e,0xdb67,None,None,15.0,13.5,22.262912947280086,0.00024581577962233346,-0.0008958576652731698,0.00010324203316317641,2025-03-18 13:48:49.786219,22.262912947280086,0.0002457091996735076,-0.0010538263397034675,9.388042170719425e-05,2025-03-18 13:48:49.786219,11.715114061188679,0.00024628053679212614,-0.0009837674236924943,0.0001033513490021545,2025-03-18 14:01:53.707831,11.715114061188679,0.0002457566889254349,-0.001140968287767108,9.373390518105574e-05,2025-03-18 14:01:53.707831,-28.478675516899365,0.00024747752352504066,-0.0008476290915046536,0.00010390446785504256,2025-03-18 14:30:04.029065,-28.478675516899365,0.0002456191467228984,-0.0011283912885814429,9.343953184739059e-05,2025-03-18 14:30:04.029065,True
432,0xd6b3,0xd6b0,None,None,11.5,17.0,22.262912947280086,0.00024518251763220504,-0.0012033361787912589,0.00010523650947350213,2025-03-18 13:48:49.792778,22.262912947280086,0.00024533088605253113,-0.0008865345447275907,9.980116642175179e-05,2025-03-18 13:48:49.792778,11.715114061188679,0.00024555677507887453,-0.001278883328699243,0.00010534805140740178,2025-03-18 14:01:53.716777,11.715114061188679,0.00024457564532804363,-0.0009504408547886256,9.969743128494228e-05,2025-03-18 14:01:53.716777,-28.478675516899365,0.00024638418902725304,-0.0011975227398715593,0.00010583617046981792,2025-03-18 14:30:04.039670,-28.478675516899365,0.0002426040961985569,-0.0009364513514312223,9.939267936759041e-05,2025-03-18 14:30:04.039670,True
433,0xdb38,0xdb51,None,None,13.0,16.5,22.262912947280086,0.00024514624647393324,-0.0009910111100642216,9.812167319649321e-05,2025-03-18 13:48:49.799649,22.262912947280086,0.0002452529502738225,-0.0008977581990499139,9.809860624658919e-05,2025-03-18 13:48:49.799649,11.715114061188679,0.0002453625471780419,-0.000993868013869914,9.825169789255958e-05,2025-03-18 14:01:53.732377,11.715114061188679,0.00024596370267425166,-0.0009849354399140142,9.817378196234543e-05,2025-03-18 14:01:53.732377,-28.478675516899365,0.00024573680804035683,-0.0010491553888636318,9.834405575850763e-05,2025-03-18 14:30:04.050009,-28.478675516899365,0.00024744703817434496,-0.0008105783721413795,9.869569169681097e-05,2025-03-18 14:30:04.050009,True
434,0xd77b,0xd76d,None,None,16.5,22.0,22.262912947280086,0.00024564884343202176,-0.0005880945583360275,9.820473644869387e-05,2025-03-18 13:48:49.807386,22.262912947280086,0.0002450608971088667,-0.0003826729776015281,9.814061033323592e-05,2025-03-18 13:48:49.807386,11.715114061188679,0.0002456297097856419,-0.0006345920565225538,9.849192957677122e-05,2025-03-18 14:01:53.740550,11.715114061188679,0.00024497711576194664,-0.0004561563914250444,9.80316426101244e-05,2025-03-18 14:01:53.740550,-28.478675516899365,0.0002455083432106832,-0.0006695034055526072,9.92307886562711e-05,2025-03-18 14:30:04.058410,-28.478675516899365,0.00024437121924390765,-0.0005102182385745557,9.765450875064662e-05,2025-03-18 14:30:04.058410,True
435,0xdb2c,0xdb44,None,None,18.0,6.0,22.80498970016022,0.0002457090181525287,-0.0010589811281871975,9.678561629044514e-05,2025-03-19 10:15:07.642477,22.80498970016022,0.0002458891614928772,-0.0010918402398692462,9.75730185839521e-05,2025-03-19 10:15:07.642477,11.68841077286946,0.00024636623689518167,-0.00120149996543778,9.670118090027936e-05,2025-03-19 10:29:55.764311,11.68841077286946,0.000246025263710266,-0.0011928862925126293,9.770255304547063e-05,2025-03-19 10:29:55.764311,-28.393224994277865,0.0002480039113072247,-0.0009951664696738471,9.703674500919829e-05,2025-03-19 11:00:40.597092,-28.393224994277865,0.0002464651677696077,-0.0012012069852468388,9.817486279712887e-05,2025-03-19 11:00:40.597092,True
436,0xd7ce,0xd7f8,0x6c2b4d39,0xc4a8fec7,12.0,16.5,22.80498970016022,0.0002456548755490031,-0.0009853443666941186,9.797383352442352e-05,2025-03-19 10:15:07.654915,22.80498970016022,0.0002452923450045633,-0.0009473903604831357,9.053277744701565e-05,2025-03-19 10:15:07.654915,11.68841077286946,0.00024580969587292194,-0.0009678245333215596,9.79392749384293e-05,2025-03-19 10:29:55.780099,11.68841077286946,0.0002448520303689971,-0.0010720379532804802,9.018340544907022e-05,2025-03-19 10:29:55.780099,None,None,None,None,None,None,None,None,None,None,None
437,0xdb33,0xdb4b,None,None,10.0,18.5,22.80498970016022,0.0002455762354915559,-0.0012241448270781108,9.53498046459021e-05,2025-03-19 10:15:07.668436,22.80498970016022,0.00024583080411999525,-0.001304246553838373,0.00010066374144861771,2025-03-19 10:15:07.668436,11.68841077286946,0.00024565146896941186,-0.0012736894363665763,9.547165677221132e-05,2025-03-19 10:29:55.790013,11.68841077286946,0.00024592406783941644,-0.001395109169362252,0.00010080518283096354,2025-03-19 10:29:55.790013,-29.087510490577554,0.00024625545523373257,-0.0010857423760592955,9.680807355174531e-05,2025-03-19 11:17:17.061059,-28.393224994277865,0.00024586870308642144,-0.0013935380430217803,0.00010109970566081556,2025-03-19 11:00:40.611863,True
438,0xd806,0xd83f,None,None,15.0,15.0,22.463187609674222,0.00024415181162539576,-0.0019177860831988691,8.906329119301052e-05,2025-03-19 10:07:17.708460,22.463187609674222,0.0002450459561807421,-0.0009735209778088394,9.367363705460602e-05,2025-03-19 10:07:17.708460,11.68841077286946,0.00024317687195952472,-0.0019119810649121938,8.87324361714399e-05,2025-03-19 10:29:55.799663,11.68841077286946,0.0002448261442323925,-0.0009282994515705245,9.377800918807415e-05,2025-03-19 10:29:55.799663,-28.393224994277865,0.00023922796333739467,-0.0018344395057365848,8.763557371790176e-05,2025-03-19 11:00:40.622524,-29.087510490577554,0.00024324514846661973,-0.0009085668726137586,9.532643998172468e-05,2025-03-19 11:17:17.075119,False
439,0xd8e5,0xd902,None,None,10.0,10.0,22.80498970016022,0.00024562213114963133,-0.0014586232696354728,9.705172803367838e-05,2025-03-19 10:15:07.685754,22.80498970016022,0.00024575547095030854,-0.0011120962774167076,0.00010570406801071086,2025-03-19 10:15:07.685754,11.68841077286946,0.0002460057961957134,-0.0014261284479694103,9.713839356738412e-05,2025-03-19 10:29:55.809417,11.68841077286946,0.00024571914281362766,-0.0011961201328278825,0.00010600871855590375,2025-03-19 10:29:55.809417,-28.393224994277865,0.00024697136999677765,-0.0013582743523200547,9.729114577464633e-05,2025-03-19 11:00:40.633788,-28.393224994277865,0.00024512675290776616,-0.00114801423487787,0.00010698863226349988,2025-03-19 11:00:40.633788,True
440,0xd66f,0xd65f,None,None,16.5,19.5,22.80498970016022,0.00024504267672965165,-0.0010065659132580396,0.0001003373297737186,2025-03-19 10:15:07.693040,22.80498970016022,0.0002456085805056081,-0.001102742241733845,9.311573020774498e-05,2025-03-19 10:15:07.693040,11.68841077286946,0.00024550931667253627,-0.0010111002974257932,0.00010046792267189158,2025-03-19 10:29:55.819119,11.68841077286946,0.0002456393803000703,-0.0011299133442619347,9.302961803136547e-05,2025-03-19 10:29:55.819119,-28.393224994277865,0.00024688445960334193,-0.0008914103297041898,0.00010097439773233742,2025-03-19 11:00:40.644522,-28.393224994277865,0.0002459055311743096,-0.0011292130344697227,9.295858944782277e-05,2025-03-19 11:00:40.644522,True
441,0xd7d7,0xd79d,None,None,18.5,12.0,22.80498970016022,0.00024564789126931404,-0.0008495301982364145,9.719514931431382e-05,2025-03-19 10:15:07.700415,22.80498970016022,0.00024531744933646956,-0.00070462998836468,0.00010376999897365226,2025-03-19 10:15:07.700415,11.68841077286946,0.0002457366518493617,-0.0008898999925537332,9.71756749724266e-05,2025-03-19 10:29:55.829060,11.68841077286946,0.0002461827579880092,-0.0007487598794352346,0.00010408073862302965,2025-03-19 10:29:55.829060,-29.087510490577554,0.00024549964019727794,-0.0008766500489364448,9.731927530578401e-05,2025-03-19 11:17:17.113989,-28.393224994277865,0.00024835048082904926,-0.0004927175664214412,0.00010509570022956159,2025-03-19 11:00:40.661532,False
442,0xd8e1,0xd8fe,None,None,17.5,18.0,22.80498970016022,0.00024565336561798595,-0.0012790029151802385,0.00010445260227419323,2025-03-19 10:15:07.708051,22.80498970016022,0.0002454308351891692,-0.0007021679890196753,0.00010086531305827654,2025-03-19 10:15:07.708051,11.68841077286946,0.0002456448259057764,-0.001435281708809466,0.0001046166978033393,2025-03-19 10:29:55.839014,11.68841077286946,0.00024534234557096514,-0.0007416845445601394,0.00010100129426182689,2025-03-19 10:29:55.839014,-28.393224994277865,0.0002452163173800349,-0.0013864979293051194,0.0001053523503644767,2025-03-19 11:00:40.678115,-28.393224994277865,0.00024488511462309446,-0.0007562839581954917,0.0001014998984108639,2025-03-19 11:00:40.678115,True
443,0xd895,0xd8ad,None,None,10.5,16.0,22.80498970016022,0.0002456952173276501,-0.0010552380125857241,0.00010061308746590398,2025-03-19 10:15:07.716279,22.80498970016022,0.0002455234574589433,-0.0006888636629792111,9.623265539385073e-05,2025-03-19 10:15:07.716279,11.68841077286946,0.00024591679528586727,-0.0010029228296065118,0.00010085682529028161,2025-03-19 10:29:55.848719,11.68841077286946,0.00024605309154554045,-0.000731744151908853,9.625080288760344e-05,2025-03-19 10:29:55.848719,-28.393224994277865,0.00024674072798386656,-0.000927089627871136,0.00010152220395251332,2025-03-19 11:00:40.688811,-28.393224994277865,0.0002472266941161254,-0.0006897211017212745,9.642657545264383e-05,2025-03-19 11:00:40.688811,True
444,0xd78c,0xd757,None,None,16.0,16.0,22.463187609674222,0.0002454492070917533,-0.0003135292187138594,9.479296547741813e-05,2025-03-19 10:07:17.754422,22.80498970016022,0.0002456797170788997,-0.00023558958748559622,9.534669303698577e-05,2025-03-19 10:15:07.724534,11.68841077286946,0.00024521977487223004,-0.0003234230282250228,9.481752081237186e-05,2025-03-19 10:29:55.862173,11.68841077286946,0.0002460653680861902,-0.0002803683738326068,9.530229150122404e-05,2025-03-19 10:29:55.862173,-28.393224994277865,0.0002443197206861532,-0.0003449125742622239,9.477331536169258e-05,2025-03-19 11:00:40.699113,-28.393224994277865,0.00024703998720858756,-0.0003516983368628268,9.53133675728209e-05,2025-03-19 11:00:40.699113,True
445,0xd80e,0xd816,None,None,16.0,6.0,21.181429770351727,0.0002454028951877628,-0.001314243538930393,0.00010523766158965473,2025-03-19 14:35:33.442191,21.181429770351727,0.00024548893866355225,-0.0012294970336572675,9.212263309681013e-05,2025-03-19 14:35:33.442191,11.050202182040131,0.00024516075891838453,-0.001310367279611202,0.0001054284696982515,2025-03-19 14:49:48.228424,11.050202182040131,0.00024517682590305433,-0.0012848786798310696,9.19325694204051e-05,2025-03-19 14:49:48.228424,-28.799114976729992,0.00024434863141637174,-0.0013102937510063861,0.00010600368389451598,2025-03-19 15:17:30.213810,-28.799114976729992,0.0002443633591587163,-0.0012347858382459886,9.142274187330708e-05,2025-03-19 15:17:30.213810,True
446,0xdaea,0xdb01,None,None,13.5,11.0,21.181429770351727,0.00024536499397664804,-0.000991649386044402,0.00010373360415315318,2025-03-19 14:35:33.450589,21.181429770351727,0.00024542173997803,-0.0012627355304885568,9.325012985426603e-05,2025-03-19 14:35:33.450589,11.050202182040131,0.0002454026586514545,-0.0010383965760031866,0.00010393880324524695,2025-03-19 14:49:48.239604,11.050202182040131,0.0002450055988427507,-0.0013225885875534082,9.295122322541805e-05,2025-03-19 14:49:48.239604,-28.799114976729992,0.00024544900127688253,-0.0010891246102280316,0.00010473049352640916,2025-03-19 15:17:30.224629,-28.799114976729992,0.00024374462121613428,-0.0013435646390969613,9.206039899376055e-05,2025-03-19 15:17:30.224629,True
447,0xd670,0xd67f,0x6c2ea518,0xec2af1c7,4.0,5.0,22.073319600213622,0.0002458521545788817,-0.0006527727035258724,9.353623911984053e-05,2025-04-17 10:19:12.388918,22.073319600213622,0.00024671545692198283,-0.0005592242376949441,9.892037527461196e-05,2025-04-17 10:19:12.388918,11.72312504768444,0.00024572631056339394,-0.0007541321052222938,9.340502178202408e-05,2025-04-17 10:35:46.920101,11.72312504768444,0.00024630731209677445,-0.0005523084995214811,9.914896791546229e-05,2025-04-17 10:35:46.920101,-28.73769741359579,0.00024509149956938463,-0.00042323635542451665,9.345984530554965e-05,2025-04-17 15:24:24.894550,-28.73769741359579,0.0002444183910965124,-0.00046525180441059355,0.00010099361453340984,2025-04-17 15:24:24.894550,True
448,0xdaad,0xdac5,0xcc2da91d,0xacaa9c03,8.0,27.0,23.560692759594104,0.0002459389202890982,-0.0006062001568074571,9.522879438378521e-05,2025-04-21 12:17:22.562561,23.822384985122454,0.00024669980167080083,-0.0005332482828730445,9.742444206439652e-05,2025-04-21 12:11:45.728108,11.72312504768444,0.0002457375899563529,-0.0011468808816157416,9.476352909979413e-05,2025-04-17 10:35:46.897937,11.72312504768444,0.00024668536703686354,-0.0010829052264123562,9.70793314231999e-05,2025-04-17 10:35:46.897937,-28.801785305561914,0.0002442533084932061,-0.0007968082682321409,9.426045850572131e-05,2025-04-23 16:25:20.915153,-28.73769741359579,0.0002469761865090318,-0.000589863073290009,9.750963394189149e-05,2025-04-17 15:24:24.911475,True
449,0xd684,0xd67d,None,None,17.5,6.0,21.181429770351727,0.00024581702381670973,-0.0014011683477178627,9.869776918140865e-05,2025-03-19 14:35:33.459010,21.181429770351727,0.00024624279678330175,-0.0016506048337752155,9.450321913181178e-05,2025-03-19 14:35:33.459010,11.050202182040131,0.0002457565075756447,-0.001277245591504439,9.901454551186223e-05,2025-03-19 14:49:48.248245,11.050202182040131,0.000245782237840436,-0.0016678507436092005,9.442470804726186e-05,2025-03-19 14:49:48.248245,-28.799114976729992,0.0002457424807645439,-0.0012334189258537687,9.96179755168213e-05,2025-03-19 15:17:30.235051,-28.799114976729992,0.00024421220666608415,-0.0016105951242410543,9.428561635450438e-05,2025-03-19 15:17:30.235051,True
450,0xd810,0xd819,None,None,12.0,14.0,21.181429770351727,0.00024565167100440086,-0.0018941258235429803,9.356175369490623e-05,2025-03-19 14:35:33.466884,21.181429770351727,0.00024509573255467786,-0.0010280922354006794,8.992562529564496e-05,2025-03-19 14:35:33.466884,11.050202182040131,0.00024519479948448996,-0.0017208863903902527,9.364828867296038e-05,2025-03-19 14:49:48.256750,11.050202182040131,0.0002450655615143605,-0.0010179277582774149,8.989899539412352e-05,2025-03-19 14:49:48.256750,-28.799114976729992,0.0002436324371292435,-0.001621561659319426,9.356448565191228e-05,2025-03-19 15:17:30.245417,-28.799114976729992,0.0002451072550114315,-0.0009699407206995025,8.99600145202202e-05,2025-03-19 15:17:30.245417,False
451,0xd926,0xd93d,None,None,11.0,8.0,21.181429770351727,0.0002462125715241963,-0.0014551091589026788,0.00010008225015566121,2025-03-19 14:35:33.474591,21.181429770351727,0.00024561466201209186,-0.0010672687397144665,9.96284803378092e-05,2025-03-19 14:35:33.474591,11.050202182040131,0.00024635781656761756,-0.001503032143101768,0.00010020269079108823,2025-03-19 14:49:48.265200,11.050202182040131,0.00024542827160966305,-0.0010334539087166195,9.977994985063399e-05,2025-03-19 14:49:48.265200,-28.799114976729992,0.00024695699895525684,-0.001494930131216432,0.00010087104300350106,2025-03-19 15:17:30.255831,-28.799114976729992,0.00024482094604792975,-0.001040680550363049,9.997571179535404e-05,2025-03-19 15:17:30.255831,True
452,0xdb39,0xdb54,None,None,22.0,13.5,21.181429770351727,0.00024476542480187367,-0.0010113317491958762,0.0001027951357423391,2025-03-19 14:35:33.482234,21.181429770351727,0.0002453765505024464,-0.0010953584462407573,9.337836741182775e-05,2025-03-19 14:35:33.482234,11.050202182040131,0.00024468626556127315,-0.0009615441343222009,0.00010298447851657415,2025-03-19 14:49:48.273846,11.050202182040131,0.0002452018369857909,-0.001031205435301663,9.32383005563231e-05,2025-03-19 14:49:48.273846,-28.799114976729992,0.00024425358001305115,-0.0009924311667031671,0.00010347062427824218,2025-03-19 15:17:30.266295,-28.799114976729992,0.00024429132972527524,-0.0010059753293939488,9.248957105375657e-05,2025-03-19 15:17:30.266295,True
453,0xd82f,0xd84a,None,None,14.5,18.0,21.181429770351727,0.0002452346709814802,-0.0011389991250328468,0.0001012269001457683,2025-03-19 14:35:33.490003,21.181429770351727,0.00024581881160801254,-0.0011370822659923507,9.680951919471638e-05,2025-03-19 14:35:33.490003,11.050202182040131,0.0002448020713036656,-0.0008623478893609593,0.00010158282923130686,2025-03-19 14:49:48.282743,11.050202182040131,0.0002454078334708461,-0.0010987458271085604,9.690791162489492e-05,2025-03-19 14:49:48.282743,-28.799114976729992,0.0002426122372343519,-0.0007601188229773292,0.00010224408218071356,2025-03-19 15:17:30.277017,-28.799114976729992,0.0002443524931745738,-0.0010835218317682416,9.708026629030873e-05,2025-03-19 15:17:30.277017,True
454,0xd863,0xd87c,None,None,14.5,21.5,21.181429770351727,0.00024572208009852203,-0.001319912269405199,9.417262750232496e-05,2025-03-19 14:35:33.497869,21.181429770351727,0.00024557843480389426,-0.0009157436464063418,9.822182043167168e-05,2025-03-19 14:35:33.497869,11.050202182040131,0.0002455171225983205,-0.0012897389731745257,9.413292426316814e-05,2025-03-19 14:49:48.291726,11.050202182040131,0.0002450990539507095,-0.0009697449049032025,9.803434461885349e-05,2025-03-19 14:49:48.291726,-28.799114976729992,0.00024465613526696733,-0.0012452095148098308,9.387291260183323e-05,2025-03-19 15:17:30.287816,-28.799114976729992,0.0002432325574004842,-0.000879746706906881,9.765273569319813e-05,2025-03-19 15:17:30.287816,True
455,0xdb0f,0xdb28,None,None,20.0,6.5,21.181429770351727,0.0002453782479115771,-0.0010818096050002612,0.00010058304085476636,2025-03-19 14:35:33.505688,21.181429770351727,0.000246242094060095,-0.0010908655759011565,0.0001008726942328475,2025-03-19 14:35:33.505688,11.050202182040131,0.00024577081560847797,-0.0011469704644614942,0.00010060298353493273,2025-03-19 14:49:48.305873,11.050202182040131,0.00024667139021907896,-0.0011616167664044719,0.00010106842162976818,2025-03-19 14:49:48.305873,-28.799114976729992,0.0002476306143927358,-0.0010165274056216367,0.00010079754503592131,2025-03-19 15:17:30.298636,-28.799114976729992,0.000247942119162119,-0.0010715941285907582,0.00010202289810807057,2025-03-19 15:17:30.298636,True
456,0xd780,0xd7a4,None,None,10.0,18.0,21.181429770351727,0.00024556896313528137,-0.0005901195670996451,9.933694404835652e-05,2025-03-19 14:35:33.513650,21.181429770351727,0.0002455970582315125,-0.0005767278319391833,9.927169735745377e-05,2025-03-19 14:35:33.513650,11.050202182040131,0.0002456616203502876,-0.0005369235600281019,9.966366392109776e-05,2025-03-19 14:49:48.319795,11.050202182040131,0.00024507373748181694,-0.000546879698785363,9.926349194117682e-05,2025-03-19 14:49:48.319795,-28.799114976729992,0.0002460302035285272,-0.0004611935346601759,0.00010056349865155377,2025-03-19 15:17:30.314459,-28.799114976729992,0.000243433583149472,-0.000587291101124765,9.89883112598013e-05,2025-03-19 15:17:30.314459,True
457,0xd738,0xd765,None,None,13.5,10.0,22.997253376058595,0.00024522179698895243,-0.0013131081415430068,9.74983655666035e-05,2025-03-20 12:02:11.653905,22.997253376058595,0.00024539986579616863,-0.0010906393960741778,9.51969895796354e-05,2025-03-20 12:02:11.653905,11.784542610818647,0.0002452459681576006,-0.0012662985063413568,9.751200129377002e-05,2025-03-20 12:16:58.121901,11.784542610818647,0.00024572380133456917,-0.0010909420740451425,9.530657607195018e-05,2025-03-20 12:16:58.121901,-28.3852140077821,0.00024569284530788396,-0.0013115691296671783,9.736586490695147e-05,2025-03-20 13:14:34.422798,-28.3852140077821,0.00024668016452120877,-0.0011188853839974033,9.540280304851348e-05,2025-03-20 13:14:34.422798,True
458,0xd8f5,0xd8fa,None,None,19.5,14.5,21.987869077592123,0.00024487840124488315,-0.0010646057709655654,9.265956217605551e-05,2025-03-20 11:54:01.457537,22.997253376058595,0.0002457547141650367,-0.0009982155339713361,0.00010160379278128765,2025-03-20 12:02:11.665626,11.784542610818647,0.0002446881953143173,-0.0011648118796023232,9.251336146735593e-05,2025-03-20 12:16:58.131452,11.784542610818647,0.0002460616322095233,-0.001019228796078464,0.00010172566672279083,2025-03-20 12:16:58.131452,-28.3852140077821,0.00024361013413629545,-0.001205883126689955,9.241569328670212e-05,2025-03-20 13:14:34.435231,-28.3852140077821,0.00024689268270965353,-0.0010647119401994143,0.00010204523325661756,2025-03-20 13:14:34.435231,True
459,0xdadf,0xdaf5,None,None,6.5,13.0,22.997253376058595,0.00024512888490338104,-0.0014124719402031638,0.00010099831848976807,2025-03-20 12:02:11.673795,22.997253376058595,0.0002452951111018323,-0.0015840317445520724,0.00010101175235204504,2025-03-20 12:02:11.673795,11.784542610818647,0.0002452362815368686,-0.0013752380382900387,0.0001012116312652674,2025-03-20 12:16:58.140583,11.784542610818647,0.00024548993106364284,-0.0016214936033054905,0.00010125724629888577,2025-03-20 12:16:58.140583,-28.3852140077821,0.0002455346542081399,-0.001417459356967743,0.00010161224048222543,2025-03-20 13:14:34.443516,-28.3852140077821,0.00024612077886890796,-0.0016163989638151022,0.00010183683275511907,2025-03-20 13:14:34.443516,True
460,0xdab1,0xdac9,None,None,21.5,14.5,22.997253376058595,0.0002450327605031687,-0.0015268937935481453,0.0001052981171784767,2025-03-20 12:02:11.682163,22.997253376058595,0.00024566383834645185,-0.0009447794254108799,9.898508191338244e-05,2025-03-20 12:02:11.682163,11.784542610818647,0.0002451212646785284,-0.0015205011138020308,0.00010562496747566283,2025-03-20 12:16:58.151886,11.784542610818647,0.00024547604148845536,-0.0009928613709114242,9.915186769669959e-05,2025-03-20 12:16:58.151886,-28.3852140077821,0.0002452953568437535,-0.0015841126230493052,0.00010629433374308864,2025-03-20 13:14:34.452437,-28.3852140077821,0.00024473579799451497,-0.0009911891147269536,9.947961705032266e-05,2025-03-20 13:14:34.452437,True
461,0xdb13,0xdb2b,None,None,19.0,17.0,21.987869077592123,0.00024513519262339,-0.001445613260797285,9.830016731695446e-05,2025-03-20 11:54:01.481397,22.997253376058595,0.00024531796104697876,-0.0010477012306834843,9.669073164743671e-05,2025-03-20 12:02:11.690707,11.784542610818647,0.00024507908207030107,-0.0014380526723261622,9.847136963494028e-05,2025-03-20 12:16:58.163506,11.784542610818647,0.0002376327641548585,0.018137410169739354,0.00011305639798794675,2025-03-20 12:16:58.163506,-28.3852140077821,0.00024474753588154147,-0.0014052998367322656,9.882799623802897e-05,2025-03-20 13:14:34.463612,-28.3852140077821,0.00023837036991234566,0.011806322269854896,0.00010740566488984426,2025-03-20 13:14:34.463612,False
462,0xdb0d,0xdb27,None,None,18.0,13.0,22.997253376058595,0.0002450956255499676,-0.0010145858614122316,0.00010107379073734237,2025-03-20 12:02:11.699029,22.997253376058595,0.0002458432259806614,-0.0008544557021294974,9.276291642886913e-05,2025-03-20 12:02:11.699029,11.784542610818647,0.0002450754009465431,-0.0009925587231409683,0.00010117470149955943,2025-03-20 12:16:58.173925,11.784542610818647,0.0002454123177837017,-0.0009093026703336227,9.257478084319117e-05,2025-03-20 12:16:58.173925,-28.3852140077821,0.0002447925137607196,-0.0010674150524278558,0.000101407609047455,2025-03-20 13:14:34.474877,-28.3852140077821,0.0002442860490146902,-0.0009209558977906762,9.205112161780012e-05,2025-03-20 13:14:34.474877,True
463,0xd91b,0xd91e,None,None,16.5,22.0,22.997253376058595,0.0002451355059904869,-0.0010012406620137915,9.713743185626356e-05,2025-03-20 12:02:11.707517,22.997253376058595,0.00024528052873518493,-0.0009495890009099117,9.868984389186222e-05,2025-03-20 12:02:11.707517,11.784542610818647,0.00024538657600638625,-0.000982016926430962,9.723387028593984e-05,2025-03-20 12:16:58.183978,11.784542610818647,0.0002452827124973898,-0.0009684306954867994,9.873820489841315e-05,2025-03-20 12:16:58.183978,-28.3852140077821,0.00024579782226470627,-0.0010052444433284458,9.721087493730925e-05,2025-03-20 13:14:34.486148,-28.3852140077821,0.00024515242788773143,-0.0009729857260776242,9.899588491117946e-05,2025-03-20 13:14:34.486148,True
464,0xd69a,0xd67a,None,None,15.0,15.0,22.997253376058595,0.0002456754908901484,-0.001029289964529112,0.00010039774015182262,2025-03-20 12:02:11.715620,22.997253376058595,0.0002458157268796618,-0.000805878441595631,0.00010383948488913162,2025-03-20 12:02:11.715620,11.784542610818647,0.00024565071296937097,-0.001076043654814618,0.00010047575902524803,2025-03-20 12:16:58.194015,11.784542610818647,0.0002457272764486642,-0.0008389023182114874,0.0001039972163951217,2025-03-20 12:16:58.194015,-28.3852140077821,0.00024543030456827705,-0.0011174107666900857,0.00010086628310109844,2025-03-20 13:14:34.497282,-28.3852140077821,0.0002453780202455156,-0.0008862085146418286,0.00010426932497165226,2025-03-20 13:14:34.497282,True
465,0xdadb,0xdaf2,None,None,16.0,13.0,22.997253376058595,0.00024453158524614894,-0.0009686040719874001,0.00010195602389307938,2025-03-20 12:02:11.723702,21.987869077592123,0.00024493960281786437,-0.0010076547581218676,0.00010126254117239555,2025-03-20 11:54:01.512813,11.784542610818647,0.00024512218883572306,-0.0010042328469446193,0.00010230389193073931,2025-03-20 12:16:58.203854,11.784542610818647,0.00024458077488993465,-0.000996204849246729,0.00010122519256340845,2025-03-20 12:16:58.203854,-28.3852140077821,0.00024651786697853716,-0.0008876349821557161,0.0001033304007591453,2025-03-20 13:14:34.508627,-28.3852140077821,0.00024320201353726512,-0.0010112159140744925,0.00010117121612189346,2025-03-20 13:14:34.508627,True
466,0xd672,0xd66c,None,None,5.5,15.0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
