CC_num,SCA_A_ID,SCA_B_ID,LpGBT_L0_ID,LpGBT_L1_ID,LpGBT_L0_version,LpGBT_L1_version,L0_EOM_IEO,L1_EOM_IEO,20_SCA_A_recorded_temp,20_SCA_A_slope,20_SCA_A_offset,20_SCA_A_current,20_SCA_A_date,20_SCA_B_recorded_temp,20_SCA_B_slope,20_SCA_B_offset,20_SCA_B_current,20_SCA_B_date,10_SCA_A_recorded_temp,10_SCA_A_slope,10_SCA_A_offset,10_SCA_A_current,10_SCA_A_date,10_SCA_B_recorded_temp,10_SCA_B_slope,10_SCA_B_offset,10_SCA_B_current,10_SCA_B_date,-30_SCA_A_recorded_temp,-30_SCA_A_slope,-30_SCA_A_offset,-30_SCA_A_current,-30_SCA_A_date,-30_SCA_B_recorded_temp,-30_SCA_B_slope,-30_SCA_B_offset,-30_SCA_B_current,-30_SCA_B_date,in_range
455,0xdb0f,0xdb28,0x5aaa1248,0xfaaaa6a3,V2,V2,20,6.5,21.1814297703517,0.000245378247911577,-0.00108180960500026,0.000100583040854766,2025-03-19 14:35:33.505688,21.1814297703517,0.000246242094060095,-0.00109086557590116,0.000100872694232848,2025-03-19 14:35:33.505688,11.0502021820401,0.000245770815608478,-0.00114697046446149,0.000100602983534933,2025-03-19 14:49:48.305873,11.0502021820401,0.000246671390219079,-0.00116161676640447,0.000101068421629768,2025-03-19 14:49:48.305873,-28.79911497673,0.000247630614392736,-0.00101652740562164,0.000100797545035921,2025-03-19 15:17:30.298636,-28.79911497673,0.000247942119162119,-0.00107159412859076,0.000102022898108071,2025-03-19 15:17:30.298636,False
456,0xd780,0xd7a4,0x64ab5768,0xccaafc9a,V1,V1,10,18,21.1814297703517,0.000245568963135281,-0.000590119567099645,9.93369440483565E-05,2025-03-19 14:35:33.513650,21.1814297703517,0.000245597058231513,-0.000576727831939183,9.92716973574538E-05,2025-03-19 14:35:33.513650,11.0502021820401,0.000245661620350288,-0.000536923560028102,9.96636639210978E-05,2025-03-19 14:49:48.319795,11.0502021820401,0.000245073737481817,-0.000546879698785363,9.92634919411768E-05,2025-03-19 14:49:48.319795,-28.79911497673,0.000246030203528527,-0.000461193534660176,0.000100563498651554,2025-03-19 15:17:30.314459,-28.79911497673,0.000243433583149472,-0.000587291101124765,9.89883112598013E-05,2025-03-19 15:17:30.314459,True
457,0xd738,0xd765,0x24ac1d59,0xe42b42e4,V1,V1,13.5,10,22.9972533760586,0.000245221796988952,-0.00131310814154301,9.74983655666035E-05,2025-03-20 12:02:11.653905,22.9972533760586,0.000245399865796169,-0.00109063939607418,9.51969895796354E-05,2025-03-20 12:02:11.653905,11.7845426108186,0.000245245968157601,-0.00126629850634136,9.751200129377E-05,2025-03-20 12:16:58.121901,11.7845426108186,0.000245723801334569,-0.00109094207404514,9.53065760719502E-05,2025-03-20 12:16:58.121901,-28.3852140077821,0.000245692845307884,-0.00131156912966718,9.73658649069515E-05,2025-03-20 13:14:34.422798,-28.3852140077821,0.000246680164521209,-0.0011188853839974,9.54028030485135E-05,2025-03-20 13:14:34.422798,True
458,0xd8f5,0xd8fa,0x24ac7109,0x84aa27ca,V1,V1,19.5,14.5,21.9878690775921,0.000244878401244883,-0.00106460577096557,9.26595621760555E-05,2025-03-20 11:54:01.457537,22.9972533760586,0.000245754714165037,-0.000998215533971336,0.000101603792781288,2025-03-20 12:02:11.665626,11.7845426108186,0.000244688195314317,-0.00116481187960232,9.25133614673559E-05,2025-03-20 12:16:58.131452,11.7845426108186,0.000246061632209523,-0.00101922879607846,0.000101725666722791,2025-03-20 12:16:58.131452,-28.3852140077821,0.000243610134136295,-0.00120588312668996,9.24156932867021E-05,2025-03-20 13:14:34.435231,-28.3852140077821,0.000246892682709654,-0.00106471194019941,0.000102045233256618,2025-03-20 13:14:34.435231,True
459,0xdadf,0xdaf5,0x3aa94bd7,0x7aab4f61,V2,V2,6.5,13,22.9972533760586,0.000245128884903381,-0.00141247194020316,0.000100998318489768,2025-03-20 12:02:11.673795,22.9972533760586,0.000245295111101832,-0.00158403174455207,0.000101011752352045,2025-03-20 12:02:11.673795,11.7845426108186,0.000245236281536869,-0.00137523803829004,0.000101211631265267,2025-03-20 12:16:58.140583,11.7845426108186,0.000245489931063643,-0.00162149360330549,0.000101257246298886,2025-03-20 12:16:58.140583,-28.3852140077821,0.00024553465420814,-0.00141745935696774,0.000101612240482225,2025-03-20 13:14:34.443516,-28.3852140077821,0.000246120778868908,-0.0016163989638151,0.000101836832755119,2025-03-20 13:14:34.443516,True
460,0xdab1,0xdac9,0x24aa2260,0xc2eb4aa,V1,V1,21.5,14.5,25.3978789959564,0.000245002247087413,-0.000890122531560234,0.00010570600908881,2025-05-15 11:14:13.351924,27.5421530479896,0.00024568458081422,-0.000348731295499338,9.98503222498178E-05,2025-05-15 10:28:26.006628,11.7498283360037,0.000245151903361871,-0.00138926161100311,0.000105676320647529,2025-05-16 13:47:42.394060,11.39734493019,0.000245124962965668,-0.000244420361940667,0.000100091355906364,2025-05-15 11:43:49.582672,-28.0220492866407,0.000245291583431981,-0.00146906989561407,0.00010618024288305,2025-05-16 14:23:29.354137,-28.0994888227665,0.000244129696061335,-0.000394654406855599,0.000100179160758612,2025-05-15 12:14:20.618956,True
461,0xdb13,0xdb2b,0xcc28afd2,0xcc2b6374,V1,V1,19,17,24.1481651026169,0.000245066975632703,-0.000461401152285046,9.87947736595806E-05,2025-06-13 12:02:57.991045,24.1481651026169,0.000245209057352577,0.000516417704743644,9.7275505276267E-05,2025-06-13 12:02:57.991045,11.8352788586252,0.000245094233131097,-0.00074821952310733,9.87154587169881E-05,2025-06-13 12:23:43.775859,11.8352788586252,0.00024463709978972,0.00032037829927406,9.71101123749355E-05,2025-06-13 12:23:43.775859,-28.182269016556,0.000244751204434576,-0.000773727356109422,9.91292464433538E-05,2025-06-13 13:02:09.115481,-28.182269016556,0.000243032253499416,0.00020199091708345,9.68967124121432E-05,2025-06-13 13:02:09.115481,True
462,0xdb0d,0xdb27,0x2c2fd98f,0xc2856eb,V1,V1,18,13,22.9972533760586,0.000245095625549968,-0.00101458586141223,0.000101073790737342,2025-03-20 12:02:11.699029,22.9972533760586,0.000245843225980661,-0.000854455702129497,9.27629164288691E-05,2025-03-20 12:02:11.699029,11.7845426108186,0.000245075400946543,-0.000992558723140968,0.000101174701499559,2025-03-20 12:16:58.173925,11.7845426108186,0.000245412317783702,-0.000909302670333623,9.25747808431912E-05,2025-03-20 12:16:58.173925,-28.3852140077821,0.00024479251376072,-0.00106741505242786,0.000101407609047455,2025-03-20 13:14:34.474877,-28.3852140077821,0.00024428604901469,-0.000920955897790676,0.0000920511216178001,2025-03-20 13:14:34.474877,True
463,0xd91b,0xd91e,0xec2ace08,0xccaa3c96,V1,V1,16.5,22,22.9972533760586,0.000245135505990487,-0.00100124066201379,9.71374318562636E-05,2025-03-20 12:02:11.707517,22.9972533760586,0.000245280528735185,-0.000949589000909912,9.86898438918622E-05,2025-03-20 12:02:11.707517,11.7845426108186,0.000245386576006386,-0.000982016926430962,9.72338702859398E-05,2025-03-20 12:16:58.183978,11.7845426108186,0.00024528271249739,-0.000968430695486799,9.87382048984132E-05,2025-03-20 12:16:58.183978,-28.3852140077821,0.000245797822264706,-0.00100524444332845,9.72108749373093E-05,2025-03-20 13:14:34.486148,-28.3852140077821,0.000245152427887731,-0.000972985726077624,9.89958849111795E-05,2025-03-20 13:14:34.486148,True
464,0xd69a,0xd67a,0x4cab5d79,0xac2e098b,V1,V1,15,15,22.9972533760586,0.000245675490890148,-0.00102928996452911,0.000100397740151823,2025-03-20 12:02:11.715620,22.9972533760586,0.000245815726879662,-0.000805878441595631,0.000103839484889132,2025-03-20 12:02:11.715620,11.7845426108186,0.000245650712969371,-0.00107604365481462,0.000100475759025248,2025-03-20 12:16:58.194015,11.7845426108186,0.000245727276448664,-0.000838902318211487,0.000103997216395122,2025-03-20 12:16:58.194015,-28.3852140077821,0.000245430304568277,-0.00111741076669009,0.000100866283101098,2025-03-20 13:14:34.497282,-28.3852140077821,0.000245378020245516,-0.000886208514641829,0.000104269324971652,2025-03-20 13:14:34.497282,True
465,0xdadb,0xdaf2,0xecae83ce,0x8ca80d83,V1,V1,16,13,22.9972533760586,0.000244531585246149,-0.0009686040719874,0.000101956023893079,2025-03-20 12:02:11.723702,21.9878690775921,0.000244939602817864,-0.00100765475812187,0.000101262541172396,2025-03-20 11:54:01.512813,11.7845426108186,0.000245122188835723,-0.00100423284694462,0.000102303891930739,2025-03-20 12:16:58.203854,11.7845426108186,0.000244580774889935,-0.000996204849246729,0.000101225192563408,2025-03-20 12:16:58.203854,-28.3852140077821,0.000246517866978537,-0.000887634982155716,0.000103330400759145,2025-03-20 13:14:34.508627,-28.3852140077821,0.000243202013537265,-0.00101121591407449,0.000101171216121893,2025-03-20 13:14:34.508627,True
466,0xd672,0xd66c,0xd228a055,0x7aadea67,V2,V2,5.5,15,24.351110093843,0.000245458982304988,-0.00111153189094448,0.00010239087600935,2025-06-20 13:23:18.210822,26.471351186389,0.000244385844235158,0.000106734337866121,9.92552720915878E-05,2025-06-20 13:16:06.427761,10.6389715419242,0.000245900574288473,-0.00121035529947061,0.000102554464685761,2025-06-20 13:34:29.076220,10.6389715419242,0.000243669035776109,0.000190138844519183,9.921131987731E-05,2025-06-20 13:34:29.076220,-28.9459830624857,0.00024684189056599,-0.00125333574732212,0.000103201075384146,2025-06-20 14:02:10.718080,-28.9459830624857,0.000241224519692144,0.00029227415561095,9.87136572695199E-05,2025-06-20 14:02:10.718080,True
467,0xd7e1,0xd7e8,0x4a88320,0x2ca84052,V1,V1,12.5,14.5,21.9878690775921,0.000245711481706577,-0.000792237966679321,0.000101513054858218,2025-03-20 11:54:01.520681,21.9878690775921,0.000245263512763766,-0.000303899484922265,9.84436398404323E-05,2025-03-20 11:54:01.520681,11.7845426108186,0.0002454096249788,-0.000758032396825481,0.000101593709028597,2025-03-20 12:16:58.214063,11.7845426108186,0.000245228648540118,-0.000371473477263906,9.85340174822947E-05,2025-03-20 12:16:58.214063,-28.3852140077821,0.000244079160349206,-0.000657270940653543,0.000101703410760152,2025-03-20 13:14:34.519873,-28.3852140077821,0.000244840855451826,-0.000360488868191899,9.88558087992955E-05,2025-03-20 13:14:34.519873,True
468,0xdb09,0xdb23,0xc4a8da7a,0xc2de2cc,V1,V1,20,18,24.1481651026169,0.000244576499503944,-0.000457286175358285,9.09088801476958E-05,2025-06-13 12:02:58.003426,24.1481651026169,0.000244256517238858,0.000689347017775344,9.22885374222855E-05,2025-06-13 12:02:58.003426,11.8352788586252,0.000244262903926955,-0.000751521166014679,9.05277374375399E-05,2025-06-13 12:23:43.789787,11.8352788586252,0.000243595359483717,0.000265222605544624,9.17819101302415E-05,2025-06-13 12:23:43.789787,-28.182269016556,0.000243094011892018,-0.000816058167504796,9.00932434827083E-05,2025-06-13 13:02:09.129742,-28.182269016556,0.000241069028565426,0.00018888064862399,9.12517797776092E-05,2025-06-13 13:02:09.129742,False
469,0xd6c8,0xd6e2,0xcaa509f,0x64a826d9,V1,V1,17.5,17.5,22.3270008392462,0.000245028754409105,-0.00128339827877372,0.000101526137875278,2025-03-21 09:17:39.601842,15.9342336156252,0.000244470694267824,-0.000987249037017468,9.96960139378037E-05,2025-03-21 09:42:35.578292,11.0395208667124,0.000245272028741681,-0.00115327005187765,0.000101794154786084,2025-03-21 09:50:37.899156,11.0395208667124,0.000244297713264839,-0.00122062696052022,9.94299353303965E-05,2025-03-21 09:50:37.899156,-28.2810711833371,0.000245723224322667,-0.00123116340690271,0.000101920702508778,2025-03-21 10:15:14.468821,-28.2810711833371,0.000242883596022788,-0.00134890086834089,9.90312414846347E-05,2025-03-21 10:15:14.468821,True
470,0xd7cb,0xd7b5,0xb2a990ed,0x122bcc5f,V2,V2,12,6,24.7676813916228,0.0002449234515045,0.000192637153805963,0.000100655511956169,2025-05-01 14:54:51.578075,29.8920424200809,0.000245358214815987,-0.000641769167621153,0.000102614953026084,2025-05-02 14:44:21.522256,11.7231250476844,0.000246190443402305,-0.000810242171588538,0.000100373186932474,2025-04-17 10:35:46.884621,11.7231250476844,0.000246298839605563,-0.000431494746213901,0.000103450435310789,2025-04-17 10:35:46.884621,-28.2810711833371,0.000246958340721607,-0.00123517401107881,0.000100424932179126,2025-03-21 10:15:14.478694,-28.1448844129091,0.000247546921506967,-0.000312460701622774,0.000104422916157109,2025-04-17 11:10:45.828966,False
471,0xd790,0xd784,0xe4aaddf5,0xcac9fa9,V1,V1,19.5,19.6666666666667,15.9342336156252,0.000244927585401917,-0.00109959367832013,0.000101348887628805,2025-03-21 09:42:35.594899,15.9342336156252,0.000245908683450367,-0.000324793056783568,9.88070190962392E-05,2025-03-21 09:42:35.594899,11.0395208667124,0.000245044472452647,-0.00135658446128589,0.000101180925771946,2025-03-21 09:50:37.919038,11.0395208667124,0.000245998405661862,-0.000681873294112401,9.85379319462816E-05,2025-03-21 09:50:37.919038,-28.2810711833371,0.000245071204405345,-0.00147660431748092,0.00010169730108634,2025-03-21 10:15:14.488717,-28.2810711833371,0.000246138881812357,-0.000804925993335814,9.85083766801775E-05,2025-03-21 10:15:14.488717,True
472,0xd675,0xd677,0xac2d0f17,0xc2d223f,V1,V1,16,10,15.9342336156252,0.000245623305611474,-0.000834820900370736,0.00010201425481804,2025-03-21 09:42:35.603286,15.9342336156252,0.000245768896754003,-0.000561689384190101,9.9968949256511E-05,2025-03-21 09:42:35.603286,11.0395208667124,0.000245842188537853,-0.00120684791518505,0.000101738393361011,2025-03-21 09:50:37.928781,11.0395208667124,0.000245944138674737,-0.000794488508290114,9.97928775045317E-05,2025-03-21 09:50:37.928781,-28.2810711833371,0.000246529463149791,-0.00137645530389757,0.000101671295164347,2025-03-21 10:15:14.497000,-28.2810711833371,0.000246768019775211,-0.000871783424013617,9.9851612170977E-05,2025-03-21 10:15:14.497000,True
473,0xd91a,0xd933,0xe4af7d36,0x24a9fa77,V1,V1,16.5,18,15.9342336156252,0.000245128624326201,-0.000252886992771317,0.00010177025395866,2025-03-21 09:42:35.611995,15.9342336156252,0.000245483453714477,-0.00018807758653927,9.87635089810398E-05,2025-03-21 09:42:35.611995,11.0395208667124,0.000245357006870773,-0.000680314834884954,0.000101460054364635,2025-03-21 09:50:37.938505,11.0395208667124,0.000245596704771262,-0.000605393673768384,9.8448867369343E-05,2025-03-21 09:50:37.938505,-28.2810711833371,0.000245416124708253,-0.000813546738540505,0.000101632029283255,2025-03-21 10:15:14.505112,-28.2810711833371,0.000245366377531102,-0.000760853812814766,9.85044499522131E-05,2025-03-21 10:15:14.505112,True
474,0xd796,0xd7ba,0x84a982fa,0x442b0aa9,V1,V1,12,13,15.9342336156252,0.000244079438048051,-0.000435969159173766,9.32733617425103E-05,2025-03-21 09:42:35.625206,15.9342336156252,0.00024488254770129,-0.000231768776575048,9.90044524883207E-05,2025-03-21 09:42:35.625206,11.0395208667124,0.000244120249730197,-0.000715969751097167,9.30587518177719E-05,2025-03-21 09:50:37.952917,11.0395208667124,0.000244873479064121,-0.000632955862924944,9.8725182133059E-05,2025-03-21 09:50:37.952917,-28.2810711833371,0.000242557619779097,-0.000717633133697437,9.2831358219121E-05,2025-03-21 10:15:14.513582,-28.2810711833371,0.000244234813401265,-0.000849249902060756,9.87652353921761E-05,2025-03-21 10:15:14.513582,True
475,0xd8cf,0xd8e8,0x24284722,0x6c2e2455,V1,V1,16,9,22.3270008392462,0.000245349381712836,-0.00124548244199002,0.000101054351731955,2025-03-21 09:17:39.648744,15.9342336156252,0.000245213242088284,0.000164740253197015,9.86984094539609E-05,2025-03-21 09:42:35.633231,11.0395208667124,0.000245932112592707,-0.000832148995971227,0.000101566461366348,2025-03-21 09:50:37.961108,11.0395208667124,0.000245282149217158,-0.000287485504486928,9.83881315517106E-05,2025-03-21 09:50:37.961108,-28.2810711833371,0.000247406704602153,-0.000932158755095003,0.000101795951961727,2025-03-21 10:15:14.522773,-28.2810711833371,0.000244959367113081,-0.000468948949746917,9.84649515170813E-05,2025-03-21 10:15:14.522773,False
476,0xdae0,0xdaf7,0xc4a84c1c,0xe42debd2,V1,V1,18,17.5,15.9342336156252,0.000244920633949803,-0.000243939983342545,0.000101398761356485,2025-03-21 09:42:35.643175,15.9342336156252,0.000244672153200792,-0.000267964556670108,9.45323744865301E-05,2025-03-21 09:42:35.643175,11.0395208667124,0.000245032608594468,-0.000742833137866272,0.000100996165597458,2025-03-21 09:50:37.970866,11.0395208667124,0.000244561817101725,-0.000666762388434383,9.41400193533043E-05,2025-03-21 09:50:37.970866,-28.2810711833371,0.000244224362539249,-0.000883483990991918,0.000100995241545507,2025-03-21 10:15:14.532570,-28.2810711833371,0.000243577537150672,-0.000863903776390951,9.36935407070062E-05,2025-03-21 10:15:14.532570,True
477,0xd814,0xd82a,0x6caa1bee,0xc2b05bb,V1,V1,11,10,15.9342336156252,0.000245306074441778,0.000459217502063236,9.31425475552528E-05,2025-03-21 09:42:35.651878,22.3270008392462,0.000245649398154003,-0.000414697208727111,9.97824233629453E-05,2025-03-21 09:17:39.664599,11.0395208667124,0.000245445162293699,-3.47563270297058E-05,9.26519182244903E-05,2025-03-21 09:50:37.980953,11.0395208667124,0.000245384487138996,-8.61244573591158E-06,0.000100294742206518,2025-03-21 09:50:37.980953,-28.2810711833371,0.000245320837731981,-0.000301363475907535,9.20667356684377E-05,2025-03-21 10:15:14.542081,-28.2810711833371,0.000245407386981576,-0.000279835131726913,0.000100234305355062,2025-03-21 10:15:14.542081,True
478,0xd8b0,0xd8c9,0xf22cd36b,0xb2afebf9,V2,V2,19,17,22.0733196002136,0.000245789593687461,-0.00119495611014264,9.57156272452882E-05,2025-04-17 10:19:12.376856,31.6411078049897,0.000245717107565808,-0.00184152092694206,0.000100255301579176,2025-05-16 13:29:50.498271,11.7231250476844,0.000246075365818806,-0.00123701821607897,9.58637097294521E-05,2025-04-17 10:35:46.906045,11.7498283360037,0.000246368522069544,-0.00150864293280323,0.000100878251429165,2025-05-16 13:47:42.547071,-28.1448844129091,0.000246782894156502,-0.00121241199181488,9.61876009033956E-05,2025-04-17 11:10:45.854985,-28.3104448004883,0.000248191050857928,-0.000944406479884363,0.000102913220888549,2025-03-21 14:55:55.949044,False
479,0xd7e0,0xd7e9,0xcaab711,0xe4afafd7,V1,V1,21,17,22.1560997940032,0.000245529041983139,-0.00102094306175321,9.44916401760213E-05,2025-03-21 14:11:34.712395,22.1560997940032,0.000245330928221694,-0.00122245627372464,0.000101893303540311,2025-03-21 14:11:34.712395,11.7818722819867,0.000245567175723751,-0.000997987723146521,9.44987225300596E-05,2025-03-21 14:27:02.123315,11.7818722819867,0.000245532889934716,-0.00123573101378016,0.00010208922373824,2025-03-21 14:27:02.123315,-28.3104448004883,0.000245779791736341,-0.00106504105946481,9.44949706763771E-05,2025-03-21 14:55:55.956588,-28.3104448004883,0.000246172042325308,-0.00121930524067865,0.000102713286367901,2025-03-21 14:55:55.956588,True
480,0xdadc,0xdaf1,0xcc2e63bd,0x42f7961,V1,V1,18.5,8.5,22.1560997940032,0.000245077043741264,-0.00131888774937605,0.000103675589300268,2025-03-21 14:11:34.719966,22.1560997940032,0.000244658021739445,-0.0011347686517395,9.69252760698013E-05,2025-03-21 14:11:34.719966,11.7818722819867,0.000245263849021424,-0.00136169369427896,0.000103817821743034,2025-03-21 14:27:02.130350,11.7818722819867,0.000244956557560278,-0.00119342983228105,9.69854166447673E-05,2025-03-21 14:27:02.130350,-28.3104448004883,0.000245487498243544,-0.00132292061649963,0.000104325942378751,2025-03-21 14:55:55.966799,-28.3104448004883,0.000245615141835437,-0.00122871676307146,9.7120334498726E-05,2025-03-21 14:55:55.966799,True
481,0xd84c,0xd7dc,0xe428eb14,0xe4aacfe7,V1,V1,18.5,12.5,23.8063630121309,0.000245394258474661,-0.000259078140464664,9.99566481857338E-05,2025-05-15 08:41:55.967018,23.8063630121309,0.000245113022400169,-0.000279459941745497,9.5719252373706E-05,2025-05-15 08:41:55.967018,11.39734493019,0.000246001749115779,-0.000467560448655924,9.99788340537745E-05,2025-05-15 11:43:49.597852,11.39734493019,0.000245140887998948,-0.000247704677382887,9.58008397304819E-05,2025-05-15 11:43:49.597852,-28.0994888227665,0.000246755889103162,-0.000552350851568906,0.000100166083979728,2025-05-15 12:14:20.635282,-28.0994888227665,0.000245255031133631,-0.000421173334960612,9.58620945085536E-05,2025-05-15 12:14:20.635282,True
482,0xd91f,0xd938,0x122edddd,0xbaaeb66e,V2,V2,12.5,24,22.1560997940032,0.000244838337735953,-0.00139415353923744,9.51523352637446E-05,2025-03-21 14:11:34.735159,22.1560997940032,0.000243889249688357,-0.000872593809512989,9.71364046340572E-05,2025-03-21 14:11:34.735159,11.7818722819867,0.000244562092370958,-0.00133020092199021,9.52457551758132E-05,2025-03-21 14:27:02.148157,11.7818722819867,0.000243839581310005,-0.000935469128916011,9.71084269976962E-05,2025-03-21 14:27:02.148157,-28.3104448004883,0.000243706060609456,-0.00130757555932159,9.53121790207639E-05,2025-03-21 14:55:55.977184,-28.3104448004883,0.000243292857658041,-0.00100407689141346,9.70508414654209E-05,2025-03-21 14:55:55.977184,True
483,0xd89f,0xd8b8,0xc2e9547,0x4c2f7a25,V1,V1,13,14,22.1560997940032,0.000245139014596044,-0.000955075668323813,0.000100704135396982,2025-03-21 14:11:34.743141,22.1560997940032,0.000245155580815536,-0.000852921914485327,0.000103719887242987,2025-03-21 14:11:34.743141,11.7818722819867,0.000245422627812423,-0.000980806476575002,0.000100811947178159,2025-03-21 14:27:02.162514,11.7818722819867,0.000245859128620395,-0.000867999451848178,0.000104154217252632,2025-03-21 14:27:02.162514,-28.3104448004883,0.000246003169712523,-0.00101351849010523,0.000101074622195307,2025-03-21 14:55:55.987848,-28.3104448004883,0.000247630500738843,-0.000763782599374596,0.000105387482365295,2025-03-21 14:55:55.987848,False
484,0xd803,0xd840,0x2c2cd379,0x4a8fe9e,V1,V1,19,18.5,22.1560997940032,0.000245687604832887,-0.00113697254939454,9.95482131714384E-05,2025-03-21 14:11:34.751013,22.1560997940032,0.00024495433178405,-0.000971453832339486,9.73304345239846E-05,2025-03-21 14:11:34.751013,11.7818722819867,0.000245889975623614,-0.00110354368489779,9.98640638679488E-05,2025-03-21 14:27:02.171381,11.7818722819867,0.000244516503314501,-0.000948878276675558,9.73672029225441E-05,2025-03-21 14:27:02.171381,-28.3104448004883,0.000246581070149013,-0.00105968662334749,0.000100597204035882,2025-03-21 14:55:55.998482,-28.3104448004883,0.000243408672691963,-0.000948774570411815,9.75441258374773E-05,2025-03-21 14:55:55.998482,True
485,0xdacd,0xdae5,0x24aa7b0a,0xeca861b3,V1,V1,16.5,10.5,22.1560997940032,0.000246315994501499,-0.00134751351799978,0.000108157946099298,2025-03-21 14:11:34.758881,24.1481651026169,0.000245368095854089,0.000798107443593876,0.000101600483448059,2025-06-13 12:02:58.016534,11.8352788586252,0.000246804557450959,-0.000428345136033959,0.000109495251737888,2025-06-13 12:23:43.803720,11.8352788586252,0.000246232822358629,0.000561170743564154,0.000101788572638655,2025-06-13 12:23:43.803720,-28.3104448004883,0.000248624491799774,-0.00116315212290946,0.000109547162216606,2025-03-21 14:55:56.009119,-28.182269016556,0.000248019989911587,0.000749356565962089,0.00010285372334788,2025-06-13 13:02:09.152358,False
486,0xd7e2,0xd7e7,0xeca820f2,0xa4aeabc7,V1,V1,9,11,22.1560997940032,0.000245180944830132,-0.00108668335459333,9.18337317639237E-05,2025-03-21 14:11:34.766677,22.1560997940032,0.000244942159462329,-0.000929642009145859,9.23367423555253E-05,2025-03-21 14:11:34.766677,11.7818722819867,0.000244962305703734,-0.00108753214726515,9.17181461392375E-05,2025-03-21 14:27:02.189167,11.7818722819867,0.000244619710915931,-0.000956368591571444,9.21995356478317E-05,2025-03-21 14:27:02.189167,-28.3104448004883,0.000244083778903075,-0.00106846094177504,9.13791502933942E-05,2025-03-21 14:55:56.019836,-28.3104448004883,0.000243478246792284,-0.000944561965037838,0.0000917968222563999,2025-03-21 14:55:56.019836,False
487,0xd794,0xd786,0xca93c5a,0x8c2cdf43,V1,V1,16,12.5,22.1560997940032,0.000245397120053315,-0.000351485075181957,9.9785630482791E-05,2025-03-21 14:11:34.780434,22.1560997940032,0.000245320069699821,-0.000172894534573198,9.9868382047356E-05,2025-03-21 14:11:34.780434,11.7818722819867,0.000246044047857369,-0.000363171124699191,9.99326308743908E-05,2025-03-21 14:27:02.197998,11.7818722819867,0.000245595882388025,-0.000267345358129889,9.9861643367454E-05,2025-03-21 14:27:02.197998,-28.3104448004883,0.000247749269514247,-0.000263396914119474,0.000100492718543846,2025-03-21 14:55:56.036888,-28.3104448004883,0.000246133004793626,-0.000319572928255463,9.99422077742989E-05,2025-03-21 14:55:56.036888,False
488,0xdade,0xdaf4,0xba2a89e9,0x5aaf2878,V2,V2,10.5,25,26.471351186389,0.000244948894461441,-0.000860079001660297,0.000104052363808662,2025-06-20 13:16:06.453633,26.471351186389,0.000244712838444278,0.000389394148856692,9.54518922348737E-05,2025-06-20 13:16:06.453633,10.6389715419242,0.000244566508192518,-0.000635063016980908,0.00010448157663226,2025-06-20 13:34:29.103979,10.6389715419242,0.000244441624151385,0.000379870838344454,9.53685955031528E-05,2025-06-20 13:34:29.103979,-27.8885328450446,0.000243459696595442,-0.00230120006584716,0.000103474129799354,2025-06-26 11:24:50.610663,-27.8885328450446,0.000243735436757467,-0.000420071808908573,9.48979057830658E-05,2025-06-26 11:24:50.610663,True
489,0xdb4f,0xdb52,0x1a2a2a15,0xb22bf609,V2,V2,6.5,5.5,26.471351186389,0.000244701841531289,-0.000949821463268497,0.000100197786470118,2025-06-20 13:16:06.463234,26.471351186389,0.000245360801091196,0.000879808554398343,0.00010153688403692,2025-06-20 13:16:06.463234,10.6389715419242,0.000244620008203276,-0.000951377964209021,0.000100336273529631,2025-06-20 13:34:29.116409,10.6389715419242,0.000245374167225638,0.000734457311119874,0.00010152705214893,2025-06-20 13:34:29.116409,-28.9459830624857,0.000244224565018616,-0.000778163045436042,0.000100846336538511,2025-06-20 14:02:10.761224,-28.9459830624857,0.000245140612787914,0.000830325142020083,0.000101980933134857,2025-06-20 14:02:10.761224,True
490,0xdace,0xdae6,0x52aba157,0x1a29fd3e,V2,V2,24,5,25.6115053025101,0.000245396711361062,-0.00166873953410612,0.000101360965217618,2025-06-27 11:00:03.570292,25.6115053025101,0.000245055765540756,0.000504109730682711,9.74096969077107E-05,2025-06-27 11:00:03.570292,11.3466086823835,0.000245686628981735,-0.00198452016204975,0.000101111072423077,2025-06-27 11:17:04.763533,11.3466086823835,0.000245042518486512,0.000313138843608174,9.72473537013465E-05,2025-06-27 11:17:04.763533,-29.4373235675593,0.000246155100258962,-0.00199536800135641,0.000101323501837935,2025-06-27 11:39:19.472501,-29.4373235675593,0.000244623670038315,0.000238179543044614,9.71324229312193E-05,2025-06-27 11:39:19.472501,True
491,0xd8c5,0xd8c8,0x8caea1d9,0x44aa6911,V1,V1,19.5,11.5,24.1481651026169,0.000244731111769074,-0.000976484996224269,9.97524810882773E-05,2025-06-13 12:02:58.028511,24.1481651026169,0.000245377444266653,0.000526465023352796,9.64909533852048E-05,2025-06-13 12:02:58.028511,11.6990920881971,0.000243776392917875,-0.00153197630303459,9.99743483504118E-05,2025-03-24 10:19:22.739844,11.8352788586252,0.000245229685213336,0.000335386290413464,9.62785821005701E-05,2025-06-13 12:23:43.824173,-28.4145876249332,0.000239419347564901,-0.00132761799095282,0.000100343649195702,2025-03-24 11:05:17.355855,-28.182269016556,0.000244651208763862,0.000285451034979678,9.6058608018358E-05,2025-06-13 13:02:09.167488,False
